VendorID	tpep_pickup_datetime	tpep_dropoff_datetime	passenger_count	trip_distance	pickup_longitude	pickup_latitude	RatecodeID	store_and_fwd_flag	dropoff_longitude	dropoff_latitude	payment_type	fare_amount	extra	mta_tax	tip_amount	tolls_amount	improvement_surcharge	total_amount
1	2016-01-29 9:19	2016-01-29 9:44	1	13.3	-74.01576996	40.71115494	1	N	-73.87243652	40.77453613	1	37.5	0	0.5	7.65	0	0.3	45.95
1	2016-01-29 9:19	2016-01-29 9:37	1	2.3	-73.97426605	40.79139328	1	N	-73.94410706	40.77603531	1	13	0	0.5	1.5	0	0.3	15.3
2	2016-01-29 9:19	2016-01-29 10:01	5	8.76	-73.97740936	40.75300217	1	N	-73.86187744	40.76844025	1	35	0	0.5	10.74	0	0.3	46.54
1	2016-01-29 9:19	2016-01-29 9:37	1	1.2	-73.97855377	40.68458557	1	N	-73.9924469	40.69393921	1	11.5	0	0.5	2.45	0	0.3	14.75
1	2016-01-29 9:19	2016-01-29 9:51	1	10.3	-73.98577118	40.76007843	1	N	-73.86164856	40.76829147	1	33.5	0	0.5	7.95	5.54	0.3	47.79
1	2016-01-29 9:19	2016-01-29 9:28	1	1.3	-73.96218109	40.76761627	1	N	-73.96482086	40.75560379	2	7.5	0	0.5	0	0	0.3	8.3
1	2016-01-29 9:19	2016-01-29 9:23	1	0.4	-73.9959259	40.75927353	1	N	-74.00074005	40.75832748	2	4.5	0	0.5	0	0	0.3	5.3
2	2016-01-29 9:19	2016-01-29 9:46	1	2.28	-73.97367096	40.74305344	1	N	-73.98157501	40.76622009	1	17	0	0.5	3.56	0	0.3	21.36
2	2016-01-29 9:19	2016-01-29 9:30	1	0.69	-73.96588135	40.75437927	1	N	-73.97392273	40.75225067	2	8	0	0.5	0	0	0.3	8.8
2	2016-01-29 9:19	2016-01-29 9:29	2	2.85	-73.99034882	40.71899414	1	N	-74.01091766	40.70177841	1	11.5	0	0.5	1.23	0	0.3	13.53
1	2016-01-29 9:19	2016-01-29 9:22	1	0.7	-73.99138641	40.7652626	1	N	-73.98447418	40.77466965	1	4.5	0	0.5	1	0	0.3	6.3
1	2016-01-29 9:19	2016-01-29 9:21	1	0.7	-73.99656677	40.7532959	1	N	-74.00539398	40.74828339	2	4	0	0.5	0	0	0.3	4.8
1	2016-01-29 9:19	2016-01-29 9:46	1	4.3	-73.99293518	40.73163605	1	N	-73.95761871	40.76828003	1	21	0	0.5	4.35	0	0.3	26.15
2	2016-01-29 9:19	2016-01-29 9:25	1	0.72	-73.95552063	40.77936172	1	N	-73.94567108	40.78057861	2	6	0	0.5	0	0	0.3	6.8
2	2016-01-29 9:19	2016-01-29 9:21	5	0.74	-73.95671082	40.78005981	1	N	-73.95619965	40.78429031	1	5	0	0.5	1.16	0	0.3	6.96
2	2016-01-29 9:19	2016-01-29 9:23	1	0.65	-74.00634003	40.73323059	1	N	-74.00112915	40.74160004	1	5	0	0.5	1.16	0	0.3	6.96
2	2016-01-29 9:19	2016-01-29 9:43	1	2.48	-73.98978424	40.75661469	1	N	-73.95848083	40.76426315	1	15.5	0	0.5	1.7	0	0.3	18
1	2016-01-29 9:19	2016-01-29 9:36	1	1.9	-73.9562912	40.76795959	1	N	-73.98242188	40.76864624	1	11.5	0	0.5	3.05	0	0.3	15.35
2	2016-01-29 9:19	2016-01-29 9:30	5	1.45	-73.95857239	40.80046082	1	N	-73.95317078	40.78609085	2	9	0	0.5	0	0	0.3	9.8
2	2016-01-29 9:19	2016-01-29 9:24	1	0.52	-73.9753952	40.75611877	1	N	-73.96967316	40.76252365	1	5	0	0.5	1.45	0	0.3	7.25
2	2016-01-29 9:19	2016-01-29 9:27	6	0.79	-73.95326996	40.76773834	1	N	-73.96183014	40.7612381	1	7	0	0.5	0.8	0	0.3	8.6
2	2016-01-29 9:19	2016-01-29 9:35	1	3.07	-73.98287964	40.68539047	1	N	-74.00875854	40.7183075	1	13.5	0	0.5	2.86	0	0.3	17.16
1	2016-01-29 9:19	2016-01-29 10:06	1	13	-73.86283112	40.76887131	1	N	-73.97631073	40.76012802	1	44.5	0	0.5	10.15	5.54	0.3	60.99
1	2016-01-29 9:19	2016-01-29 9:36	1	2.2	-73.97215271	40.75932312	1	N	-73.97019196	40.78406143	1	12.5	0	0.5	2.65	0	0.3	15.95
1	2016-01-29 9:19	2016-01-29 9:27	1	1.2	-73.97869873	40.7649498	1	N	-73.97872162	40.75141525	1	7	0	0.5	2.3	0	0.3	10.1
1	2016-01-29 9:19	2016-01-29 9:38	1	1.9	-73.95485687	40.76506805	1	N	-73.97777557	40.75454712	1	13	0	0.5	3.45	0	0.3	17.25
2	2016-01-29 9:19	2016-01-29 9:29	1	1.25	-73.96321869	40.76744843	1	N	-73.95613861	40.78135681	1	8	0	0.5	1.76	0	0.3	10.56
2	2016-01-29 9:19	2016-01-29 9:23	1	0.51	-73.96365356	40.76607132	1	N	-73.9691391	40.76309967	2	4.5	0	0.5	0	0	0.3	5.3
2	2016-01-29 9:19	2016-01-29 9:25	1	1.02	-73.98238373	40.76420975	1	N	-73.99054718	40.75083923	2	6	0	0.5	0	0	0.3	6.8
2	2016-01-29 9:19	2016-01-29 9:30	2	1.57	-73.98236084	40.7713089	1	N	-73.98052979	40.75357819	2	8.5	0	0.5	0	0	0.3	9.3
2	2016-01-29 9:19	2016-01-29 9:39	1	2.33	-73.99491119	40.73431015	1	N	-73.97860718	40.76021957	1	13.5	0	0.5	3.15	0	0.3	17.45
2	2016-01-29 9:19	2016-01-29 9:34	1	1.39	-73.96144104	40.7715683	1	N	-73.97663116	40.76066208	1	10	0	0.5	3.24	0	0.3	14.04
2	2016-01-29 9:19	2016-01-29 9:28	1	1.61	-73.97014618	40.78424072	1	N	-73.96468353	40.76822662	1	8.5	0	0.5	2	0	0.3	11.3
2	2016-01-29 9:19	2016-01-29 9:34	5	1.69	-73.98233795	40.77458954	1	N	-73.98007965	40.75559998	1	10.5	0	0.5	2.26	0	0.3	13.56
2	2016-01-29 9:19	2016-01-29 9:23	1	1.02	-73.9914093	40.7653923	1	N	-73.98082733	40.77481842	1	5.5	0	0.5	1.89	0	0.3	8.19
2	2016-01-29 9:19	2016-01-29 9:34	1	2.14	-73.99369812	40.73263168	1	N	-74.00504303	40.74985886	1	11.5	0	0.5	2.46	0	0.3	14.76
2	2016-01-29 9:19	2016-01-29 9:40	5	1.9	-73.96103668	40.76516342	1	N	-73.98762512	40.76553345	2	13.5	0	0.5	0	0	0.3	14.3
1	2016-01-29 9:19	2016-01-29 9:31	1	1	-74.00753021	40.71007538	1	N	-74.00499725	40.72329712	1	9	0	0.5	2.45	0	0.3	12.25
1	2016-01-29 9:19	2016-01-29 9:26	1	0.7	-73.95714569	40.7746582	1	N	-73.94650269	40.77258301	2	6	0	0.5	0	0	0.3	6.8
1	2016-01-29 9:19	2016-01-29 9:25	1	0.5	-73.98871613	40.74461746	1	N	-73.98770142	40.74998093	2	5.5	0	0.5	0	0	0.3	6.3
2	2016-01-29 9:19	2016-01-29 9:54	1	3.93	-73.98252106	40.75577164	1	N	-74.00752258	40.70927811	2	22	0	0.5	0	0	0.3	22.8
1	2016-01-29 9:19	2016-01-29 9:34	1	2	-73.99737549	40.7368927	1	N	-73.97982788	40.76205826	1	11	0	0.5	2.35	0	0.3	14.15
1	2016-01-29 9:19	2016-01-29 9:29	2	1	-73.98693848	40.75855637	1	N	-74.0012207	40.75702286	2	8	0	0.5	0	0	0.3	8.8
2	2016-01-29 9:19	2016-01-29 9:21	1	0	-73.93698883	40.7648201	1	N	-73.93699646	40.76477051	1	0	0	0	0	0	0	0
1	2016-01-29 9:19	2016-01-29 9:25	1	0.8	-74.00933838	40.71804047	1	N	-74.007164	40.73023605	1	6	0	0.5	1.35	0	0.3	8.15
1	2016-01-29 9:19	2016-01-29 9:23	1	0.6	-73.94203186	40.80633545	1	N	-73.95262146	40.81093979	1	4.5	0	0.5	1	0	0.3	6.3
1	2016-01-29 9:19	2016-01-29 9:25	1	0.7	-74.00065613	40.75777817	1	N	-73.99346161	40.7520752	1	5.5	0	0.5	1.25	0	0.3	7.55
2	2016-01-29 9:19	2016-01-29 9:35	1	1.4	-73.998909	40.73955154	1	N	-73.99486542	40.72797775	1	11	0	0.5	2.36	0	0.3	14.16
2	2016-01-29 9:19	2016-01-29 9:29	5	1.42	-73.96845245	40.79898071	1	N	-73.94953918	40.80192184	1	8	0	0.5	1.76	0	0.3	10.56
2	2016-01-29 9:19	2016-01-29 9:32	4	1.57	-73.95703888	40.77035904	1	N	-73.97155762	40.75008011	2	10	0	0.5	0	0	0.3	10.8
1	2016-01-29 9:19	2016-01-29 9:28	1	0.7	-74.00460815	40.7256279	1	N	-74.01121521	40.72922134	2	7	0	0.5	0	0	0.3	7.8
1	2016-01-29 9:19	2016-01-29 9:38	1	1.5	-73.95917511	40.76324844	1	N	-73.97246552	40.74969482	2	12.5	0	0.5	0	0	0.3	13.3
1	2016-01-29 9:19	2016-01-29 9:37	1	2.3	-73.96505737	40.7551651	1	N	-73.95947266	40.78105164	1	12.5	0	0.5	1.75	0	0.3	15.05
2	2016-01-29 9:19	2016-01-29 9:47	1	9.3	-73.98410797	40.75534058	1	N	-73.87119293	40.77420044	1	30	0	0.5	9.08	5.54	0.3	45.42
2	2016-01-29 9:19	2016-01-29 9:28	2	1.23	-73.99608612	40.73308182	1	N	-74.00765991	40.72544861	1	7.5	0	0.5	1.66	0	0.3	9.96
1	2016-01-29 9:19	2016-01-29 9:46	1	2.8	-73.98092651	40.78268433	1	N	-73.97238159	40.75476074	1	18	0	0.5	3.75	0	0.3	22.55
1	2016-01-29 9:19	2016-01-29 9:26	1	0.9	-73.96259308	40.76706696	1	N	-73.96202087	40.77666473	1	6.5	0	0.5	2.15	0	0.3	9.45
1	2016-01-29 9:19	2016-01-29 9:25	1	0.6	0	0	1	N	0	0	1	5	0	0.5	1.15	0	0.3	6.95
2	2016-01-29 9:19	2016-01-29 9:28	6	1.21	-73.98365021	40.74985504	1	N	-73.99419403	40.73529434	2	7	0	0.5	0	0	0.3	7.8
2	2016-01-29 9:19	2016-01-29 9:46	1	4.53	-73.98574829	40.75722504	1	N	-74.01598358	40.71479034	1	20.5	0	0.5	3.2	0	0.3	24.5
2	2016-01-29 9:19	2016-01-29 9:25	1	0.76	-74.00479889	40.72116089	1	N	-73.99611664	40.72661972	1	5.5	0	0.5	1.26	0	0.3	7.56
2	2016-01-29 9:19	2016-01-29 9:32	3	1.85	-73.97280884	40.74644089	1	N	-73.96198273	40.76771927	1	10	0	0.5	0	0	0.3	10.8
2	2016-01-29 9:19	2016-01-29 9:32	2	1.65	-73.94692993	40.78429413	1	N	-73.96924591	40.78532791	1	9.5	0	0.5	0	0	0.3	10.3
1	2016-01-29 9:19	2016-01-29 9:25	1	0.5	-73.9787674	40.74120712	1	N	-73.98590088	40.7408638	1	5.5	0	0.5	1.25	0	0.3	7.55
1	2016-01-29 9:19	2016-01-29 9:44	1	7.9	-74.01598358	40.71161652	1	N	-73.96212769	40.80209732	1	26	0	0.5	5.35	0	0.3	32.15
1	2016-01-29 9:19	2016-01-29 9:30	1	0.7	-74.00556946	40.74825287	1	N	-74.00706482	40.74089813	1	8	0	0.5	1.75	0	0.3	10.55
1	2016-01-29 9:19	2016-01-29 9:30	1	0.6	-74.00169373	40.74655533	1	N	-73.99099731	40.74214554	1	8	0	0.5	1.75	0	0.3	10.55
2	2016-01-29 9:19	2016-01-29 9:45	1	1.89	-73.96881866	40.75252151	1	N	-73.99410248	40.74573135	1	16	0	0.5	3.36	0	0.3	20.16
2	2016-01-29 9:19	2016-01-29 9:28	6	1.02	-73.97905731	40.76425934	1	N	-73.97557068	40.754879	1	7	0	0.5	1	0	0.3	8.8
2	2016-01-29 9:19	2016-01-29 9:36	1	1.97	-73.9911499	40.74935532	1	N	-73.97363281	40.75830078	2	12	0	0.5	0	0	0.3	12.8
2	2016-01-29 9:19	2016-01-29 9:22	4	0.48	-73.95355225	40.77870178	1	N	-73.94998932	40.78426361	1	4	0	0.5	1.44	0	0.3	6.24
2	2016-01-29 9:19	2016-01-29 9:31	1	2.06	-73.97966766	40.78364944	1	N	-73.95301056	40.78601837	1	10	0	0.5	1.2	0	0.3	12
2	2016-01-29 9:19	2016-01-29 9:29	2	1.79	-73.95324707	40.7673645	1	N	-73.97112274	40.7536087	1	9	0	0.5	1	0	0.3	10.8
1	2016-01-29 9:19	2016-01-29 9:27	1	0.9	-73.95687866	40.78335571	1	N	-73.96317291	40.77159882	1	7	0	0.5	1.55	0	0.3	9.35
1	2016-01-29 9:19	2016-01-29 9:34	1	2	-73.99059296	40.74555588	1	N	-73.99449158	40.76594543	2	11	0	0.5	0	0	0.3	11.8
1	2016-01-29 9:19	2016-01-29 9:23	1	0.7	-74.00453186	40.7472496	1	N	-73.99494171	40.75010681	2	4.5	0	0.5	0	0	0.3	5.3
2	2016-01-29 9:19	2016-01-29 9:31	6	3.98	-73.92593384	40.77243042	1	N	-73.91066742	40.80389023	1	14	0	0.5	5.08	5.54	0.3	25.42
1	2016-01-29 9:19	2016-01-29 9:43	1	2.4	-73.95085907	40.77071762	1	N	-73.98271179	40.76128387	1	16	0	0.5	1	0	0.3	17.8
1	2016-01-29 9:19	2016-01-29 9:43	1	3	-73.95366669	40.77523804	1	N	-73.98750305	40.75338745	2	16.5	0	0.5	0	0	0.3	17.3
1	2016-01-29 9:19	2016-01-29 9:36	1	2	-73.9564743	40.78382111	1	N	-73.9719696	40.75940704	2	12.5	0	0.5	0	0	0.3	13.3
1	2016-01-29 9:19	2016-01-29 9:31	2	1.6	-73.99329376	40.73679733	1	N	-74.00760651	40.75157547	1	9.5	0	0.5	2	0	0.3	12.3
2	2016-01-29 9:19	2016-01-29 9:35	1	1.59	-73.95668793	40.77508926	1	N	-73.97409058	40.76274109	2	11	0	0.5	0	0	0.3	11.8
2	2016-01-29 9:19	2016-01-29 9:31	1	1.47	-73.95069885	40.782341	1	N	-73.96098328	40.76495743	2	9	0	0.5	0	0	0.3	9.8
1	2016-01-29 9:19	2016-01-29 9:27	1	1.3	-73.99398041	40.72668076	1	N	-73.98426056	40.74333954	1	7	0	0.5	1.55	0	0.3	9.35
1	2016-01-29 9:19	2016-01-29 9:31	2	2	-73.95599365	40.78472137	1	N	-73.97977448	40.78108978	2	9.5	0	0.5	0	0	0.3	10.3
1	2016-01-29 9:19	2016-01-29 9:32	1	1.7	-73.98841858	40.76397705	1	N	-74.00776672	40.75182724	1	10	0	0.5	2.7	0	0.3	13.5
2	2016-01-29 9:19	2016-01-29 9:47	5	2.85	-73.97296906	40.76008606	1	N	-74.00466919	40.74186325	1	18	0	0.5	4.7	0	0.3	23.5
2	2016-01-29 9:19	2016-01-29 9:41	1	2.65	-73.95941925	40.76311111	1	N	-73.99239349	40.75896072	1	15	0	0.5	1	0	0.3	16.8
2	2016-01-29 9:19	2016-01-29 9:26	1	0.75	-74.00829315	40.72222137	1	N	-73.99957275	40.72443008	1	6	0	0.5	1.36	0	0.3	8.16
1	2016-01-29 9:19	2016-01-29 9:25	1	0.6	-73.99617767	40.74853516	1	N	-73.99440002	40.75429916	1	5.5	0	0.5	1.25	0	0.3	7.55
1	2016-01-29 9:19	2016-01-29 9:30	1	1.6	-73.99603271	40.73851776	1	N	-73.98490143	40.75737381	1	9	0	0.5	1.95	0	0.3	11.75
2	2016-01-29 9:19	2016-01-29 9:29	2	1.28	-73.98123169	40.75312042	1	N	-73.9925766	40.73693848	1	7.5	0	0.5	1.66	0	0.3	9.96
2	2016-01-29 9:19	2016-01-29 9:28	1	1.27	-73.98394775	40.77550888	1	N	-73.97314453	40.76435852	1	7.5	0	0.5	2.49	0	0.3	10.79
2	2016-01-29 9:19	2016-01-29 9:53	6	21.91	-73.97441864	40.75696945	2	N	-73.79048157	40.6467514	1	52	0	0.5	11.67	5.54	0.3	70.01
2	2016-01-29 9:19	2016-01-29 9:26	1	0.71	-73.97685242	40.75677109	1	N	-73.96939087	40.76337051	1	6	0	0.5	1	0	0.3	7.8
2	2016-01-29 9:19	2016-01-29 9:38	1	1.61	-73.98866272	40.76882172	1	N	-73.98222351	40.7565918	1	9	0	0.5	2.45	0	0.3	12.25
1	2016-01-29 9:19	2016-01-29 9:37	1	1.2	-74.0094223	40.71559525	1	N	-74.00616455	40.70547104	1	11.5	0	0.5	2	0	0.3	14.3
1	2016-01-29 9:19	2016-01-29 9:39	2	0.8	-73.99291992	40.75867462	1	N	-73.99583435	40.76445389	1	12.5	0	0.5	2.65	0	0.3	15.95
1	2016-01-29 9:19	2016-01-29 9:25	1	0.6	-73.98894501	40.73662186	1	N	-73.98722076	40.74393082	1	5.5	0	0.5	1.25	0	0.3	7.55
2	2016-01-29 9:19	2016-01-29 9:36	1	1.03	-73.96365356	40.76034164	1	N	-73.97147369	40.75870132	1	11	0	0.5	0	0	0.3	11.8
2	2016-01-29 9:19	2016-01-29 9:40	2	1.89	-73.96412659	40.75648117	1	N	-73.97890472	40.7722702	1	13.5	0	0.5	2.86	0	0.3	17.16
1	2016-01-29 9:19	2016-01-29 9:39	1	2.3	-73.99557495	40.73323822	1	N	-74.00170898	40.75646591	1	13	0	0.5	2.75	0	0.3	16.55
1	2016-01-29 9:19	2016-01-29 9:27	1	0.6	-73.96596527	40.7587204	1	N	-73.96946716	40.75037003	1	6	0	0.5	1	0	0.3	7.8
1	2016-01-29 9:19	2016-01-29 9:35	1	2.2	-73.99990845	40.74338913	1	N	-73.98207092	40.77059174	1	12	0	0.5	1.2	0	0.3	14
2	2016-01-29 9:19	2016-01-29 9:31	6	2.91	-73.98400879	40.72166824	1	N	-74.00769806	40.71179962	1	12.5	0	0.5	2.66	0	0.3	15.96
2	2016-01-29 9:19	2016-01-29 9:27	2	0.8	-73.98059845	40.74796677	1	N	-73.9878006	40.73821259	1	7	0	0.5	1.56	0	0.3	9.36
1	2016-01-29 9:19	2016-01-29 9:31	1	1.7	-74.00049591	40.72622299	1	N	-74.00662231	40.74432373	1	9.5	0	0.5	2.05	0	0.3	12.35
1	2016-01-29 9:19	2016-01-29 9:43	1	5.3	-74.01631927	40.71000671	1	N	-73.98570251	40.73983765	1	21.5	0	0.5	4.46	0	0.3	26.76
1	2016-01-29 9:19	2016-01-29 9:29	1	1.9	-74.00460052	40.71564484	1	N	-73.98919678	40.69344711	2	9.5	0	0.5	0	0	0.3	10.3
1	2016-01-29 9:19	2016-01-29 9:58	1	16.6	-73.97422028	40.75069046	2	N	-73.78715515	40.64754868	1	52	0	0.5	0	5.54	0.3	58.34
1	2016-01-29 9:19	2016-01-29 9:41	1	4.1	-73.98812866	40.77466583	1	N	-74.01087952	40.72293854	1	17	0	0.5	3.55	0	0.3	21.35
1	2016-01-29 9:19	2016-01-29 9:29	1	1.2	-73.98727417	40.72907257	1	N	-74.00048065	40.72388077	1	8	0	0.5	1.5	0	0.3	10.3
2	2016-01-29 9:19	2016-01-29 9:23	3	0.31	-73.97052002	40.76180267	1	N	-73.97515106	40.76348114	2	4.5	0	0.5	0	0	0.3	5.3
2	2016-01-29 9:19	2016-01-29 9:39	1	2.24	-73.98066711	40.76521301	1	N	-74.00544739	40.75094223	1	14	0	0.5	3.7	0	0.3	18.5
1	2016-01-29 9:19	2016-01-29 9:25	1	0.8	-73.99741364	40.7414856	1	N	-73.98802948	40.73474884	1	5.5	0	0.5	1.25	0	0.3	7.55
1	2016-01-29 9:19	2016-01-29 9:54	1	7.9	-73.9986496	40.68139648	1	N	-73.992836	40.7684288	1	29.5	0	0.5	7.55	0	0.3	37.85
1	2016-01-29 9:19	2016-01-29 9:43	3	4.9	-73.98960114	40.75621796	1	N	-74.01662445	40.70484924	1	19	0	0.5	4	0	0.3	23.8
1	2016-01-29 9:19	2016-01-29 9:27	1	0.8	-73.98347473	40.76675034	1	N	-73.9937973	40.76689911	1	6.5	0	0.5	2.15	0	0.3	9.45
1	2016-01-29 9:19	2016-01-29 9:22	1	0.7	-74.01628876	40.7146492	1	N	-74.01659393	40.70506287	2	4.5	0	0.5	0	0	0.3	5.3
2	2016-01-29 9:19	2016-01-29 9:22	1	0.42	-73.95289612	40.78285599	1	N	-73.95610046	40.77793884	1	3.5	0	0.5	0.64	0	0.3	4.94
2	2016-01-29 9:19	2016-01-29 9:31	2	2.07	-73.99737549	40.73853683	1	N	-74.01063538	40.71356583	1	9.5	0	0.5	2.58	0	0.3	12.88
2	2016-01-29 9:19	2016-01-29 9:46	1	3	-73.98110962	40.78411484	1	N	-73.96508026	40.75558853	2	18	0	0.5	0	0	0.3	18.8
2	2016-01-29 9:19	2016-01-29 9:47	1	3.05	-73.96929169	40.76104355	1	N	-74.00448608	40.74221039	1	18	0	0.5	2	0	0.3	20.8
1	2016-01-29 9:19	2016-01-29 9:32	1	5.9	-73.78990936	40.64688492	1	N	-73.82376099	40.7053833	2	18	0	0.5	0	0	0.3	18.8
1	2016-01-29 9:19	2016-01-29 9:28	1	0.7	-73.99203491	40.7489624	1	N	-73.99091339	40.7420311	1	7	0	0.5	0.5	0	0.3	8.3
1	2016-01-29 9:19	2016-01-29 9:25	1	0.8	-73.97166443	40.74651718	1	N	-73.963974	40.75695038	1	6	0	0.5	2	0	0.3	8.8
1	2016-01-29 9:19	2016-01-29 10:18	3	42	-73.77676392	40.6454277	3	N	-74.17766571	40.69546509	1	126	0	0	0.01	16.04	0.3	142.35
2	2016-01-29 9:19	2016-01-29 9:34	3	3.28	-74.0029068	40.76034546	1	N	-74.01371765	40.71492386	2	13.5	0	0.5	0	0	0.3	14.3
1	2016-01-29 9:19	2016-01-29 9:50	2	2.5	-73.97895813	40.77736282	1	N	-74.00492859	40.75167847	1	19.5	0	0.5	4.05	0	0.3	24.35
1	2016-01-29 9:19	2016-01-29 9:28	1	2	-73.96984863	40.79458237	1	N	-73.94942474	40.81248474	1	9	0	0.5	1.5	0	0.3	11.3
1	2016-01-29 9:19	2016-01-29 9:27	1	1.9	-73.95441437	40.77814484	1	N	-73.93495941	40.79646301	1	8.5	0	0.5	2.3	0	0.3	11.6
1	2016-01-29 9:19	2016-01-29 9:31	1	1.1	-73.97148132	40.75085449	1	N	-73.98374176	40.7406044	1	8.5	0	0.5	1.5	0	0.3	10.8
2	2016-01-29 9:19	2016-01-29 9:33	6	1.51	-73.98499298	40.72806549	1	N	-73.97879791	40.74484634	2	10	0	0.5	0	0	0.3	10.8
2	2016-01-29 9:19	2016-01-29 9:43	1	2.84	-73.97411346	40.79130936	1	N	-73.96464539	40.76479721	2	15.5	0	0.5	0	0	0.3	16.3
2	2016-01-29 9:19	2016-01-29 9:40	1	1.99	-74.01509857	40.71818161	1	N	-73.99428558	40.72829819	1	13.5	0	0.5	2.86	0	0.3	17.16
2	2016-01-29 9:19	2016-01-29 9:32	1	1.68	-73.97518921	40.78252029	1	N	-73.97818756	40.76287842	1	9.5	0	0.5	3.09	0	0.3	13.39
1	2016-01-29 9:19	2016-01-29 9:30	1	1.7	-74.00666046	40.73109436	1	N	-74.00669861	40.7513504	1	9.5	0	0.5	2.06	0	0.3	12.36
1	2016-01-29 9:19	2016-01-29 9:27	1	0.6	-73.9752655	40.73577499	1	N	-73.98146057	40.73977661	2	6.5	0	0.5	0	0	0.3	7.3
1	2016-01-29 9:19	2016-01-29 9:26	3	0.8	-74.00590515	40.73997879	1	N	-73.99758911	40.73632431	2	6	0	0.5	0	0	0.3	6.8
2	2016-01-29 9:19	2016-01-29 9:37	5	4.87	-73.98149872	40.74393845	1	N	-74.01455688	40.70336151	1	18.5	0	0.5	3.86	0	0.3	23.16
2	2016-01-29 9:19	2016-01-29 9:59	1	8.28	-73.88570404	40.77312088	1	N	-73.97161865	40.75733948	1	32	0	0.5	8.2	0	0.3	41
1	2016-01-29 9:19	2016-01-29 9:47	1	7.7	-73.99990082	40.68276978	1	N	-73.97743225	40.75040054	1	26.5	0	0.5	5.46	0	0.3	32.76
1	2016-01-29 9:19	2016-01-29 9:23	1	0.6	-73.98952484	40.77444077	1	N	-73.98345184	40.77937317	1	4.5	0	0.5	1.05	0	0.3	6.35
1	2016-01-29 9:19	2016-01-29 10:22	1	11.7	-73.96807861	40.80051804	1	N	-74.01399994	40.67381287	2	47	0	0.5	0	5.54	0.3	53.34
1	2016-01-29 9:19	2016-01-29 9:49	1	10	-73.97505188	40.78796768	1	N	-73.86503601	40.77056503	1	32.5	0	0.5	6	5.54	0.3	44.84
2	2016-01-29 9:19	2016-01-29 9:38	1	2.26	-73.9532547	40.76728058	1	N	-73.97913361	40.75524521	1	13.5	0	0.5	2.86	0	0.3	17.16
2	2016-01-29 9:19	2016-01-29 9:22	1	0.44	-73.98615265	40.74026489	1	N	-73.99192047	40.73839569	1	4	0	0.5	0.96	0	0.3	5.76
1	2016-01-29 9:19	2016-01-29 9:34	1	1	-73.96566772	40.75829697	1	N	-73.97805023	40.75227356	2	10	0	0.5	0	0	0.3	10.8
1	2016-01-29 9:19	2016-01-29 9:28	1	0.9	-73.9796524	40.73986816	1	N	-73.99188232	40.73773956	1	7	0	0.5	1.56	0	0.3	9.36
1	2016-01-29 9:19	2016-01-29 9:24	1	0.8	-73.96875763	40.78606796	1	N	-73.97922516	40.78190613	1	5	0	0.5	1.15	0	0.3	6.95
2	2016-01-29 9:19	2016-01-29 9:35	6	2.03	-73.98210144	40.77249908	1	N	-73.97055054	40.75825882	2	12	0	0.5	0	0	0.3	12.8
2	2016-01-29 9:19	2016-01-29 9:54	4	6.58	-74.0139389	40.71372986	1	N	-73.97615051	40.75575638	1	28	0	0.5	7.2	0	0.3	36
2	2016-01-29 9:19	2016-01-29 9:23	2	0.6	-73.95695496	40.76652145	1	N	-73.96058655	40.7723465	1	4.5	0	0.5	1.06	0	0.3	6.36
2	2016-01-29 9:19	2016-01-29 9:35	1	1.56	-73.99993134	40.71820068	1	N	-74.00067902	40.73598862	1	11	0	0.5	2.95	0	0.3	14.75
2	2016-01-29 9:19	2016-01-29 9:22	1	0.41	-74.00598145	40.73548889	1	N	-74.00644684	40.73904037	1	3.5	0	0.5	0.86	0	0.3	5.16
2	2016-01-29 9:19	2016-01-29 9:33	1	1.36	-73.98822784	40.74577332	1	N	-73.97511292	40.75551987	1	10	0	0.5	2.16	0	0.3	12.96
1	2016-01-29 9:19	2016-01-29 9:25	1	0.7	-73.96266174	40.76529312	1	N	-73.95521545	40.76574707	2	5.5	0	0.5	0	0	0.3	6.3
1	2016-01-29 9:19	2016-01-29 9:51	1	4.8	-74.01555634	40.71425629	1	N	-73.9821701	40.76062012	1	24	0	0.5	3.72	0	0.3	28.52
2	2016-01-29 9:19	2016-01-29 9:41	1	1.89	-73.9938736	40.7514801	1	N	-73.97001648	40.75704956	2	14	0	0.5	0	0	0.3	14.8
2	2016-01-29 9:19	2016-01-29 9:31	1	0.89	-73.98799896	40.74961472	1	N	-73.97542572	40.74940872	1	8	0	0.5	2.2	0	0.3	11
2	2016-01-29 9:19	2016-01-29 9:32	2	1.62	-73.96022797	40.77042007	1	N	-73.97976685	40.76020813	1	9.5	0	0.5	2.06	0	0.3	12.36
2	2016-01-29 9:19	2016-01-29 9:30	1	0.99	-74.00022125	40.73303986	1	N	-73.99144745	40.7333107	1	8	0	0.5	1.76	0	0.3	10.56
2	2016-01-29 9:19	2016-01-29 9:26	3	1.33	-73.95511627	40.80478668	1	N	-73.95285034	40.79188538	1	6.5	0	0.5	1.82	0	0.3	9.12
2	2016-01-29 9:19	2016-01-29 9:50	3	3.6	-73.97678375	40.7387619	1	N	-73.95597839	40.73726654	1	21	0	0.5	5.47	5.54	0.3	32.81
2	2016-01-29 9:19	2016-01-29 9:25	2	1.02	-73.96003723	40.78229904	1	N	-73.97554779	40.78174973	2	6	0	0.5	0	0	0.3	6.8
